UserId;ArmPos;BodyPos;DOF;circleID;targetDistanceLocal;targetWidthLocal;targetDistance;targetWidth;MeanMT;TroughputRegular;EffectiveWidth;EffectiveDistance;EffectiveID;EffectiveTroughput;SumOfDeviations
12;STRECHED;STANDING;SIX;0;350;15;3,474481;0,1489063;1,420846;3,240929;1,314858;3,316496;1,816527;1,278483;1,102057
12;STRECHED;STANDING;SIX;1;350;30;3,474481;0,2978127;1,350615;2,712071;0,8925257;3,438792;2,278841;1,687261;0,7480764
12;STRECHED;STANDING;SIX;2;150;50;1,489063;0,4963545;0,859;2,328289;1,350916;1,444415;1,049081;1,221282;1,132279
12;STRECHED;STANDING;SIX;3;350;50;3,474481;0,4963544;0,8786154;3,414463;1,318726;3,23696;1,788524;2,035616;1,105299
12;STRECHED;STANDING;SIX;4;150;30;1,489063;0,2978127;0,9;2,872181;1,187115;1,498171;1,177616;1,308462;0,9949888
12;STRECHED;STANDING;SIX;5;150;15;1,489063;0,1489063;1,048308;3,300016;1,182176;1,413789;1,134826;1,082531;0,9908491
12;STRECHED;STANDING;THREE;0;350;50;3,474481;0,4963544;1,065308;2,816088;1,791388;3,109439;1,451947;1,362937;1,501464
12;STRECHED;STANDING;THREE;1;150;15;1,489063;0,1489063;1,223308;2,827932;1,134777;1,489594;1,209563;0,9887644;0,9511207
12;STRECHED;STANDING;THREE;2;350;30;3,474481;0,2978127;1,110385;3,298825;1,000491;3,333054;2,11484;1,904601;0,838568
12;STRECHED;STANDING;THREE;3;150;30;1,489063;0,2978127;0,8909231;2,901443;1,676327;1,44804;0,8982606;1,008236;1,405024
12;STRECHED;STANDING;THREE;4;350;15;3,474481;0,1489063;1,408231;3,269962;1,733073;3,350734;1,552577;1,102502;1,452587
12;STRECHED;STANDING;THREE;5;150;50;1,489063;0,4963545;0,8397692;2,381607;1,805934;1,484269;0,8654315;1,030559;1,513655
12;APPLIED;SITTING;THREE;0;150;30;1,489063;0,2978127;0,8721538;2,963884;1,239873;1,333718;1,053591;1,208033;1,039208
12;APPLIED;SITTING;THREE;1;150;50;1,489063;0,4963545;0,7151539;2,796601;1,923376;1,378589;0,7796841;1,090233;1,612091
12;APPLIED;SITTING;THREE;2;150;15;1,489063;0,1489063;1,082769;3,194985;1,042642;1,424654;1,242687;1,147693;0,8738977
12;APPLIED;SITTING;THREE;3;350;15;3,474481;0,1489063;1,674615;2,749803;0,9584327;3,316704;2,157221;1,288189;0,8033168
12;APPLIED;SITTING;THREE;4;350;50;3,474481;0,4963544;1,054461;2,845054;1,974718;3,459659;1,460468;1,385037;1,655123
12;APPLIED;SITTING;THREE;5;350;30;3,474481;0,2978127;1,045769;3,502651;1,85151;3,388382;1,500834;1,435149;1,551856
12;APPLIED;STANDING;SIX;0;350;15;3,474481;0,1489063;1,303692;3,532169;1,380377;3,351229;1,777268;1,363257;1,156972
12;APPLIED;STANDING;SIX;1;350;30;3,474481;0,2978127;0,969;3,780149;1,832215;3,350488;1,500116;1,548107;1,535684
12;APPLIED;STANDING;SIX;2;150;50;1,489063;0,4963545;0,6799231;2,941509;1,929145;1,527528;0,8414224;1,237526;1,616926
12;APPLIED;STANDING;SIX;3;350;50;3,474481;0,4963544;0,7636154;3,928679;1,851128;3,248052;1,461861;1,914394;1,551535
12;APPLIED;STANDING;SIX;4;150;30;1,489063;0,2978127;0,7884616;3,278489;1,573629;1,474124;0,9536506;1,209508;1,318948
12;APPLIED;STANDING;SIX;5;150;15;1,489063;0,1489063;0,9023077;3,833982;1,753254;1,356289;0,8266674;0,9161702;1,469502
12;APPLIED;SITTING;SIX;0;350;50;3,474481;0,4963544;0,8221539;3,648952;1,896467;3,144045;1,410256;1,715319;1,589537
12;APPLIED;SITTING;SIX;1;150;15;1,489063;0,1489063;0,9061539;3,817709;1,096931;1,466853;1,224802;1,351649;0,9194005
12;APPLIED;SITTING;SIX;2;350;30;3,474481;0,2978127;0,9276923;3,94847;1,518189;3,203687;1,637009;1,764603;1,27248
12;APPLIED;SITTING;SIX;3;150;30;1,489063;0,2978127;0,7768462;3,327509;1,980672;1,423774;0,7814299;1,0059;1,660114
12;APPLIED;SITTING;SIX;4;350;15;3,474481;0,1489063;1,070769;4,300518;1,185832;3,290308;1,916355;1,7897;0,9939129
12;APPLIED;SITTING;SIX;5;150;50;1,489063;0,4963545;0,6930769;2,885683;1,753225;1,499823;0,891781;1,286698;1,469478
12;APPLIED;STANDING;THREE;0;150;30;1,489063;0,2978127;0,8883846;2,909734;1,432842;1,402877;0,9848348;1,108568;1,200946
12;APPLIED;STANDING;THREE;1;150;50;1,489063;0,4963545;0,7184615;2,783726;2,312427;1,422859;0,6918107;0,9629058;1,938177
12;APPLIED;STANDING;THREE;2;150;15;1,489063;0,1489063;0,8689231;3,981287;1,689572;1,349666;0,847052;0,9748297;1,416126
12;APPLIED;STANDING;THREE;3;350;15;3,474481;0,1489063;1,201077;3,833944;1,299947;3,309636;1,826184;1,520455;1,089559
12;APPLIED;STANDING;THREE;4;350;50;3,474481;0,4963544;0,7615384;3,939394;1,37192;3,381483;1,792765;2,354136;1,149884
12;APPLIED;STANDING;THREE;5;350;30;3,474481;0,2978127;0,789;4,642541;1,043129;3,39502;2,089041;2,647707;0,8743055
12;STRECHED;SITTING;THREE;0;350;15;3,474481;0,1489063;1,278846;3,600794;1,284178;3,166699;1,793245;1,402237;1,076342
12;STRECHED;SITTING;THREE;1;350;30;3,474481;0,2978127;0,9722308;3,767588;1,671335;3,316883;1,577524;1,622581;1,400841
12;STRECHED;SITTING;THREE;2;150;50;1,489063;0,4963545;0,8532308;2,344032;1,907388;1,5334;0,8511406;0,9975503;1,59869
12;STRECHED;SITTING;THREE;3;350;50;3,474481;0,4963544;0,8433846;3,557096;1,529476;3,209416;1,631513;1,934482;1,28194
12;STRECHED;SITTING;THREE;4;150;30;1,489063;0,2978127;0,7960769;3,247127;1,343561;1,488789;1,075938;1,35155;1,126115
12;STRECHED;SITTING;THREE;5;150;15;1,489063;0,1489063;0,9139231;3,785255;0,9698097;1,425673;1,304543;1,42741;0,8128525
12;STRECHED;SITTING;SIX;0;350;50;3,474481;0,4963544;0,8405384;3,569141;1,560627;3,37021;1,659707;1,974576;1,30805
12;STRECHED;SITTING;SIX;1;150;15;1,489063;0,1489063;0,8745385;3,955723;0,5966217;1,504341;1,816162;2,07671;0,5000625
12;STRECHED;SITTING;SIX;2;350;30;3,474481;0,2978127;0,8477693;4,32071;1,342653;3,350472;1,805462;2,129663;1,125354
12;STRECHED;SITTING;SIX;3;150;30;1,489063;0,2978127;0,7249231;3,565844;1,257431;1,479607;1,122136;1,547938;1,053924
12;STRECHED;SITTING;SIX;4;350;15;3,474481;0,1489063;0,9539231;4,827288;0,5729808;3,33492;2,769835;2,903625;0,4802477
12;STRECHED;SITTING;SIX;5;150;50;1,489063;0,4963545;0,6359231;3,145034;1,544879;1,598891;1,025002;1,611833;1,294851
